rpm/max,gas,brake,in_first_gear,in_overdrive,shift_status,jump_gears
0.17322311696521125,0.2235294117647059,0.0,0,0,2,0
0.16053993714364517,0.2235294117647059,0.0,0,0,1,0
0.11144169093228129,0.21176470588235294,0.0,0,0,1,0
0.114217538678169,0.21176470588235294,0.0,0,0,1,0
0.11685432515197763,0.21568627450980393,0.0,0,0,1,0
0.11929901571672806,0.21568627450980393,0.0,0,0,1,0
0.12187885800178025,0.21568627450980393,0.0,0,0,1,0
0.12437867819539049,0.21568627450980393,0.0,0,0,1,0
0.1270805248894933,0.21568627450980393,0.0,0,0,1,0
0.12969210547673768,0.21176470588235294,0.0,0,0,1,0
0.1320535407342303,0.21568627450980393,0.0,0,0,1,0
0.13462254514789984,0.21568627450980393,0.0,0,0,1,0
0.13706512422477052,0.21568627450980393,0.0,0,0,1,0
0.13984054307468266,0.21568627450980393,0.0,0,0,1,0
0.14213957396772986,0.21568627450980393,0.0,0,0,1,0
0.14458616157237222,0.21568627450980393,0.0,0,0,1,0
0.14708906651780676,0.21568627450980393,0.0,0,0,1,0
0.14943911953594774,0.21176470588235294,0.0,0,0,1,0
0.15200728265366517,0.21176470588235294,0.0,0,0,1,0
0.15403945776991249,0.21176470588235294,0.0,0,0,1,0
0.1565760145534302,0.2235294117647059,0.0,0,0,1,0
0.15944905672578172,0.23137254901960785,0.0,0,0,1,0
0.16233374507346987,0.23921568627450981,0.0,0,0,1,0
0.1657084305772478,0.24705882352941178,0.0,0,0,1,0
0.16877576262653257,0.24705882352941178,0.0,0,0,2,0
0.15700085251323145,0.24705882352941178,0.0,0,1,1,0
0.10057382982331466,0.24705882352941178,0.0,0,1,1,0
0.10244728043660291,0.24313725490196078,0.0,0,1,1,0
0.1040617768566412,0.24705882352941178,0.0,0,1,1,0
0.1057641309676751,0.24705882352941178,0.0,0,1,1,0
0.10768928004201861,0.24705882352941178,0.0,0,1,1,0
0.10930145052618938,0.24705882352941178,0.0,0,1,1,0
0.11105725167417894,0.24705882352941178,0.0,0,1,1,0
0.11293725119909417,0.24705882352941178,0.0,0,1,1,0
0.11441707428280345,0.24705882352941178,0.0,0,1,1,0
0.11641916069676461,0.24705882352941178,0.0,0,1,1,0
0.11796516572870416,0.24705882352941178,0.0,0,1,1,0
0.11978013802532333,0.24705882352941178,0.0,0,1,1,0
0.12144544212246762,0.24705882352941178,0.0,0,1,1,0
0.12319205499898055,0.24705882352941178,0.0,0,1,1,0
0.1248470820887102,0.24705882352941178,0.0,0,1,1,0
0.12661776262785224,0.24705882352941178,0.0,0,1,1,0
0.12827661678936392,0.24705882352941178,0.0,0,1,1,0
0.12981575948569435,0.24705882352941178,0.0,0,1,1,0
0.13179521338894465,0.24705882352941178,0.0,0,1,1,0
0.13331662288628515,0.24705882352941178,0.0,0,1,1,0
0.13486472291010537,0.24705882352941178,0.0,0,1,1,0
0.1367586285622285,0.2549019607843137,0.0,0,1,1,0
0.13869732085180062,0.2784313725490196,0.0,0,1,1,0
0.14093581142829617,0.2823529411764706,0.0,0,1,1,0
0.14344533126935394,0.2784313725490196,0.0,0,1,1,0
0.1453893187746244,0.2784313725490196,0.0,0,1,1,0
0.14761390322391207,0.27058823529411763,0.0,0,1,1,0
0.1490777581805309,0.2235294117647059,0.0,0,1,1,0
0.1502328740187355,0.22745098039215686,0.0,0,1,1,0
0.1515577336872715,0.24313725490196078,0.0,0,1,2,0
0.13938809081245435,0.2549019607843137,0.0,0,1,1,0
0.08878075761504804,0.2549019607843137,0.0,0,1,1,0
0.08909927886090507,0.20784313725490197,0.0,0,1,1,0
0.08931808179244206,0.16862745098039217,0.0,0,1,1,0
0.08940805097131742,0.17647058823529413,0.0,0,1,1,0
0.08956375670644842,0.1803921568627451,0.0,0,1,1,0
0.08969169967516079,0.1803921568627451,0.0,0,1,1,0
0.08988376259222089,0.19215686274509805,0.0,0,1,1,0
0.08997528239500792,0.20784313725490197,0.0,0,1,1,0
0.0905610883136404,0.20784313725490197,0.0,0,1,1,0
0.09074958809490347,0.2,0.0,0,1,1,0
0.09101042283204631,0.2,0.0,0,1,1,0
0.0912950283038352,0.2,0.0,0,1,1,0
0.09156506780845373,0.2,0.0,0,1,1,0
0.09191842860432631,0.2,0.0,0,1,1,0
0.0920337026457603,0.2,0.0,0,1,1,0
0.09230243896645307,0.20784313725490197,0.0,0,1,1,0
0.09275654082858743,0.2235294117647059,0.0,0,1,1,0
0.09357776114981073,0.25882352941176473,0.0,0,1,1,0
0.09423601749631644,0.25882352941176473,0.0,0,1,1,0
0.0950003266207814,0.2549019607843137,0.0,0,1,1,0
0.0956556301834553,0.2549019607843137,0.0,0,1,1,0
0.09678544115910127,0.2549019607843137,0.0,0,1,1,0
0.09730196388168014,0.2549019607843137,0.0,0,1,1,0
0.09830741152040984,0.27450980392156865,0.0,0,1,0,0
0.1330575862130399,0.35294117647058826,0.0,0,1,1,0
0.16886724943732148,0.4666666666666667,0.0,0,1,1,0
0.17443963091191864,0.41568627450980394,0.0,0,1,1,0
0.179846260587957,0.4,0.0,0,1,1,0
0.1852017856589063,0.4,0.0,0,1,0,0
0.22416665511946732,0.4117647058823529,0.0,0,0,1,0
0.2876285450726781,0.403921568627451,0.0,0,0,1,0
0.29823200830870483,0.403921568627451,0.0,0,0,1,0
0.3095062648505231,0.403921568627451,0.0,0,0,1,0
0.3213176311217477,0.4117647058823529,0.0,0,0,1,0
0.33372014801530037,0.41568627450980394,0.0,0,0,1,0
0.3462552927412985,0.4196078431372549,0.0,0,0,1,0
0.3585840395270531,0.42745098039215684,0.0,0,0,1,0
0.37103462576186774,0.43137254901960786,0.0,0,0,1,0
0.38298469039319205,0.43529411764705883,0.0,0,0,1,0
0.39479437407251244,0.44313725490196076,0.0,0,0,1,0
0.4056013979369444,0.44313725490196076,0.0,0,0,1,0
0.41559206779987584,0.44313725490196076,0.0,0,0,1,0
0.42537950695438326,0.44313725490196076,0.0,0,0,1,0
0.4345366339847933,0.44313725490196076,0.0,0,0,1,0
0.4436453947459583,0.4470588235294118,0.0,0,0,1,0
0.45340719911792593,0.4745098039215686,0.0,0,0,1,0
0.46365563546217503,0.47843137254901963,0.0,0,0,1,0
0.47344271170470315,0.47843137254901963,0.0,0,0,1,0
0.48347412668531375,0.47843137254901963,0.0,0,0,1,0
0.4927340567818681,0.47843137254901963,0.0,0,0,1,0
0.5017045810709071,0.4745098039215686,0.0,0,0,1,0
0.5107061178381795,0.4745098039215686,0.0,0,0,1,0
0.5190757918574429,0.4823529411764706,0.0,0,0,2,0
0.4766247239394557,0.49019607843137253,0.0,0,1,1,0
0.3689126794187338,0.4823529411764706,0.0,0,1,1,0
0.37331127158419,0.4666666666666667,0.0,0,1,1,0
0.37679007983403706,0.4666666666666667,0.0,0,1,1,0
0.38058617212981166,0.4666666666666667,0.0,0,1,1,0
0.3840529053083465,0.4666666666666667,0.0,0,1,1,0
0.38753620046993803,0.4666666666666667,0.0,0,1,1,0
0.39144842459909773,0.4745098039215686,0.0,0,1,1,0
0.39493571179246184,0.47843137254901963,0.0,0,1,1,0
0.39875133535112395,0.47843137254901963,0.0,0,1,1,0
0.402527335520043,0.47843137254901963,0.0,0,1,1,0
0.40619314241523863,0.4745098039215686,0.0,0,1,1,0
0.4090909615781788,0.4745098039215686,0.0,0,1,1,0
0.4122763389967397,0.4745098039215686,0.0,0,1,1,0
0.4153782466600551,0.47843137254901963,0.0,0,1,1,0
0.41889941663548924,0.47843137254901963,0.0,0,1,1,0
0.42213118080340795,0.47843137254901963,0.0,0,1,1,0
0.4249966678081898,0.47843137254901963,0.0,0,1,1,0
0.4277924757129406,0.4745098039215686,0.0,0,1,1,0
0.43082034933247293,0.4745098039215686,0.0,0,1,1,0
0.43350767954740255,0.4745098039215686,0.0,0,1,1,0
0.4356952469747987,0.4745098039215686,0.0,0,1,1,0
0.4383919469171947,0.4745098039215686,0.0,0,1,1,0
0.43976995669470326,0.4745098039215686,0.0,0,1,1,0
0.44160615934211317,0.4745098039215686,0.0,0,1,1,0
0.44243597407884694,0.4745098039215686,0.0,0,1,1,0
0.4432858479504381,0.4745098039215686,0.0,0,1,1,0
0.4437441727883319,0.4745098039215686,0.0,0,1,1,0
0.44436402644902506,0.4666666666666667,0.0,0,1,1,0
0.4439110463148268,0.4666666666666667,0.0,0,1,1,0
0.44363543116252585,0.4666666666666667,0.0,0,1,1,0
0.4439782180230007,0.4666666666666667,0.0,0,1,1,0
0.44336060781817976,0.4666666666666667,0.0,0,1,1,0
0.44445798765967304,0.4666666666666667,0.0,0,1,1,0
0.4439714216713878,0.4627450980392157,0.0,0,1,1,0
0.44446155079547006,0.4666666666666667,0.0,0,1,1,0
0.44447903655447407,0.4666666666666667,0.0,0,1,1,0
0.4439840905986662,0.4666666666666667,0.0,0,1,1,0
0.44439101390348784,0.4666666666666667,0.0,0,1,1,0
0.44399972880577543,0.4666666666666667,0.0,0,1,1,0
0.4445885040042388,0.4627450980392157,0.0,0,1,1,0
0.4449857936456092,0.4588235294117647,0.0,0,1,1,0
0.4442220948731095,0.45098039215686275,0.0,0,1,1,0
0.4438321954393181,0.4470588235294118,0.0,0,1,1,0
0.4428952886766844,0.4470588235294118,0.0,0,1,1,0
0.44196768565752065,0.4470588235294118,0.0,0,1,1,0
0.4416245028930683,0.45098039215686275,0.0,0,1,1,0
0.44207655925131917,0.45098039215686275,0.0,0,1,1,0
0.44125552038608556,0.45098039215686275,0.0,0,1,1,0
0.4469515888616375,0.45098039215686275,0.0,0,1,1,0
0.4537701770812507,0.45098039215686275,0.0,0,1,1,0
0.46054976875908515,0.45098039215686275,0.0,0,1,1,0
0.46712863712035285,0.4470588235294118,0.0,0,1,1,0
0.47364996743689786,0.4470588235294118,0.0,0,1,1,0
0.4799487337341201,0.4470588235294118,0.0,0,1,1,0
0.48609626471195677,0.4470588235294118,0.0,0,1,1,0
0.4924440571183865,0.4470588235294118,0.0,0,1,1,0
0.49870798386559323,0.4470588235294118,0.0,0,1,1,0
0.5047835922875266,0.4470588235294118,0.0,0,1,1,0
0.5106246935868175,0.4470588235294118,0.0,0,1,1,0
0.5167228025514692,0.4470588235294118,0.0,0,1,1,0
0.5223493238949826,0.4470588235294118,0.0,0,1,1,0
0.5283534716489863,0.45098039215686275,0.0,0,1,1,0
0.5342050644036795,0.45098039215686275,0.0,0,1,1,0
0.5397729259745342,0.45098039215686275,0.0,0,1,1,0
0.5456239908572574,0.45098039215686275,0.0,0,1,1,0
0.5509286422671046,0.4470588235294118,0.0,0,1,1,0
0.5562715643947717,0.45098039215686275,0.0,0,1,1,0
0.5617215125643427,0.4588235294117647,0.0,0,1,1,0
0.5666392998042254,0.4588235294117647,0.0,0,1,1,0
0.5720963742453905,0.4588235294117647,0.0,0,1,1,0
0.5775238218722432,0.4588235294117647,0.0,0,1,2,0
0.5310048405859643,0.4745098039215686,0.0,0,1,1,0
0.42040642512565,0.4666666666666667,0.0,0,1,1,0
0.42368695146679125,0.4627450980392157,0.0,0,1,1,0
0.4268844039566643,0.4627450980392157,0.0,0,1,1,0
0.4148016125169002,0.0,0.15294117647058825,0,1,1,0
0.38849669651122815,0.0,0.2823529411764706,0,1,0,0
0.3818999134949809,0.0,0.3333333333333333,0,1,1,0
0.49697088918053817,0.0,0.32941176470588235,0,1,1,0
0.45495102667798953,0.0,0.32941176470588235,0,1,1,0
0.41216664060298813,0.0,0.3254901960784314,0,1,0,0
0.4063480728384138,0.0,0.3254901960784314,0,0,1,0
0.520686131285718,0.0,0.3254901960784314,0,0,1,0
0.4711949668727347,0.0,0.3058823529411765,0,0,1,0
0.3983726861886918,0.0,0.3058823529411765,0,0,0,0
0.44035635646930193,0.0,0.3058823529411765,0,0,1,0
0.5016769337764818,0.0,0.3058823529411765,0,0,0,0
0.47919209524921824,0.0,0.28627450980392155,0,0,1,0
0.7226981812831116,0.0,0.2823529411764706,0,0,1,0
0.6269354095857591,0.0,0.27450980392156865,0,0,1,0
0.5335802619432682,0.0,0.27450980392156865,0,0,1,0
0.4421263111844853,0.0,0.2823529411764706,0,0,1,0
0.3646855796595094,0.0,0.12549019607843137,0,0,1,0
0.3468841202254805,0.1607843137254902,0.0,0,0,1,0
0.3511075248809154,0.24705882352941178,0.0,0,0,1,0
0.3596643295135198,0.2784313725490196,0.0,0,0,1,0
0.3728932299760016,0.2901960784313726,0.0,0,0,1,0
0.39000766404116344,0.3176470588235294,0.0,0,0,1,0
0.410750228139667,0.3254901960784314,0.0,0,0,1,0
0.4331086083381337,0.3333333333333333,0.0,0,0,1,0
0.45837163704315154,0.3333333333333333,0.0,0,0,2,0
0.4195769403088975,0.34901960784313724,0.0,0,0,1,0
0.27168199474899357,0.3411764705882353,0.0,0,0,1,0
0.283819750857627,0.34901960784313724,0.0,0,0,1,0
0.2965612605318706,0.34901960784313724,0.0,0,0,1,0
0.30923487267398164,0.34901960784313724,0.0,0,0,1,0
0.32202309901756426,0.34901960784313724,0.0,0,0,1,0
0.31253740467786945,0.38823529411764707,0.0,0,0,2,0
0.3066946207866744,0.38823529411764707,0.0,0,0,1,0
0.24292910547475816,0.3803921568627451,0.0,0,0,1,0
0.25155077237566803,0.3803921568627451,0.0,0,0,1,0
0.26082650563932225,0.3843137254901961,0.0,0,0,1,0
0.2705910483471339,0.3843137254901961,0.0,0,0,1,0
0.28066762937317186,0.3843137254901961,0.0,0,0,1,0
0.2905854199122545,0.3843137254901961,0.0,0,0,1,0
0.3002908409594337,0.3843137254901961,0.0,0,0,1,0
0.31083287309495955,0.3803921568627451,0.0,0,0,1,0
0.32079315732762176,0.38823529411764707,0.0,0,0,1,0
0.33279838457980404,0.4117647058823529,0.0,0,0,2,0
0.31220157912899804,0.4196078431372549,0.0,0,1,1,0
0.23090104775987633,0.4196078431372549,0.0,0,1,1,0
0.2368309305261102,0.4117647058823529,0.0,0,1,1,0
0.2428442170635934,0.403921568627451,0.0,0,1,1,0
0.2487036289218413,0.396078431372549,0.0,0,1,1,0
0.25414090816413387,0.396078431372549,0.0,0,1,1,0
0.25962470612377675,0.38823529411764707,0.0,0,1,1,0
0.2653077757520691,0.38823529411764707,0.0,0,1,1,0
0.2709067487771516,0.396078431372549,0.0,0,1,1,0
0.27684626520683675,0.396078431372549,0.0,0,1,1,0
0.28258354068804153,0.396078431372549,0.0,0,1,1,0
0.2883138218656447,0.396078431372549,0.0,0,1,1,0
0.2940519551388006,0.396078431372549,0.0,0,1,1,0
0.29979081423591525,0.396078431372549,0.0,0,1,1,0
0.30584227251522417,0.396078431372549,0.0,0,1,1,0
0.31159254684368853,0.38823529411764707,0.0,0,1,1,0
0.3172872956393156,0.38823529411764707,0.0,0,1,1,0
0.32323806234035996,0.396078431372549,0.0,0,1,1,0
0.32939793232549375,0.396078431372549,0.0,0,1,1,0
0.33563470665824713,0.396078431372549,0.0,0,1,1,0
0.34191786774035826,0.396078431372549,0.0,0,1,1,0
0.34836800132495865,0.396078431372549,0.0,0,1,1,0
0.3546783148215232,0.396078431372549,0.0,0,1,1,0
0.36111950757463285,0.396078431372549,0.0,0,1,1,0
0.3671721535658741,0.38823529411764707,0.0,0,1,2,0
0.341002405776503,0.396078431372549,0.0,0,1,1,0
0.25767194274700617,0.396078431372549,0.0,0,1,1,0
0.25949689512305685,0.34901960784313724,0.0,0,1,1,0
0.2601581867333897,0.33725490196078434,0.0,0,1,1,0
0.2582278579153412,0.34901960784313724,0.0,0,1,1,0
0.25908132791472754,0.35294117647058826,0.0,0,1,1,0
0.2606787674717374,0.3568627450980392,0.0,0,1,1,0
0.26254185859761575,0.3568627450980392,0.0,0,1,1,0
0.26444622271314316,0.35294117647058826,0.0,0,1,1,0
0.2662419441788589,0.3568627450980392,0.0,0,1,1,0
0.2679843505756114,0.3568627450980392,0.0,0,1,1,0
0.2702024356012693,0.3803921568627451,0.0,0,1,1,0
0.272579740009858,0.3843137254901961,0.0,0,1,1,0
0.2749672719378642,0.3843137254901961,0.0,0,1,1,0
0.27729729881314585,0.3843137254901961,0.0,0,1,1,0
0.2790656039284232,0.3843137254901961,0.0,0,1,1,0
0.2798540796915116,0.38823529411764707,0.0,0,1,1,0
0.27971844958723713,0.38823529411764707,0.0,0,1,1,0
0.27898959036475296,0.38823529411764707,0.0,0,1,1,0
0.2779305802170742,0.38823529411764707,0.0,0,1,1,0
0.2767566589399407,0.38823529411764707,0.0,0,1,1,0
0.27694933220896606,0.38823529411764707,0.0,0,1,1,0
0.27940601536503334,0.396078431372549,0.0,0,1,1,0
0.28231478787134967,0.396078431372549,0.0,0,1,1,0
0.2850018541502944,0.396078431372549,0.0,0,1,1,0
0.2870915343192662,0.396078431372549,0.0,0,1,1,0
0.28876960631968324,0.396078431372549,0.0,0,1,1,0
0.2904354052967993,0.396078431372549,0.0,0,1,1,0
0.2923096807100406,0.396078431372549,0.0,0,1,1,0
0.2943477284019534,0.396078431372549,0.0,0,1,1,0
0.296726913354435,0.396078431372549,0.0,0,1,1,0
0.2990379698307972,0.396078431372549,0.0,0,1,1,0
0.30097456712848863,0.396078431372549,0.0,0,1,1,0
0.3025927916443146,0.396078431372549,0.0,0,1,1,0
0.3041177807734512,0.4,0.0,0,1,1,0
0.30658719884079316,0.4,0.0,0,1,1,0
0.3094874924035924,0.396078431372549,0.0,0,1,1,0
0.31245122957877797,0.396078431372549,0.0,0,1,1,0
0.3154229178255106,0.403921568627451,0.0,0,1,2,0
0.2879854195163505,0.42745098039215684,0.0,0,1,1,0
0.24311191413634536,0.42745098039215684,0.0,0,1,1,0
0.2449361076964393,0.42745098039215684,0.0,0,1,1,0
0.24686366518664563,0.42745098039215684,0.0,0,1,1,0
0.24836064410937772,0.42745098039215684,0.0,0,1,1,0
0.24998391640091613,0.4196078431372549,0.0,0,1,1,0
0.2516717540327769,0.4196078431372549,0.0,0,1,1,0
0.2535168975116775,0.4196078431372549,0.0,0,1,1,0
0.25533587833606836,0.41568627450980394,0.0,0,1,1,0
0.25708013228471566,0.41568627450980394,0.0,0,1,1,0
0.2588104306181579,0.41568627450980394,0.0,0,1,1,0
0.2600548887872735,0.38823529411764707,0.0,0,1,1,0
0.2601985359470914,0.35294117647058826,0.0,0,1,0,0
0.2993923698746106,1.0,0.0,0,1,1,0
0.342038816405469,1.0,0.0,0,1,1,0
0.3532199365365924,1.0,0.0,0,1,0,0
0.39496243531093966,1.0,0.0,0,1,1,0
0.5020018389739752,1.0,0.0,0,1,1,0
0.5222898063303726,1.0,0.0,0,1,1,0
0.5416752445861781,1.0,0.0,0,1,1,0
0.5613800453837926,1.0,0.0,0,1,1,0
0.5808839908968478,1.0,0.0,0,1,1,0
0.6007214195269079,1.0,0.0,0,1,1,0
0.6230729043977674,1.0,0.0,0,1,1,0
0.6437330874769633,1.0,0.0,0,1,1,0
0.6545110453910509,1.0,0.0,0,1,1,0
0.6611822913470566,1.0,0.0,0,1,1,0
0.677495382769863,1.0,0.0,0,1,1,0
0.6947870168569316,1.0,0.0,0,1,1,0
0.7136255137678907,1.0,0.0,0,1,1,0
0.7310493797834273,1.0,0.0,0,1,1,0
0.7483651640131203,1.0,0.0,0,1,1,0
0.765483920030036,1.0,0.0,0,1,1,0
0.7837832617077054,1.0,0.0,0,1,1,0
0.8000331404621123,1.0,0.0,0,1,1,0
0.8144022773716463,1.0,0.0,0,1,1,0
0.8302736719236117,1.0,0.0,0,1,1,0
0.8445813777326447,1.0,0.0,0,1,1,0
0.8603593389459321,1.0,0.0,0,1,1,0
0.8731199839790857,1.0,0.0,0,1,2,0
0.8086303932844128,1.0,0.0,0,1,1,0
0.6530465305944696,1.0,0.0,0,1,1,0
0.6628258207254413,1.0,0.0,0,1,1,0
0.6719987839149493,1.0,0.0,0,1,1,0
0.6521195874152683,0.0,0.5490196078431373,0,1,1,0
0.5489789471461591,0.0,0.8941176470588236,0,1,1,0
0.4695140245684812,0.0,0.9098039215686274,0,1,0,0
0.4650552879904508,0.0,0.9098039215686274,0,1,1,0
0.49498015201393053,0.0,0.8627450980392157,0,1,1,0
0.43177942671784386,0.0,0.34509803921568627,0,1,0,0
0.44069973718574296,0.0,0.5647058823529412,0,0,1,0
0.5939128608747234,0.0,0.6039215686274509,0,0,1,0
0.4953891868066319,0.0,0.6,0,0,1,0
0.4140666167827655,0.0,0.6274509803921569,0,0,1,0
-0.009937519753958875,0.0,0.615686274509804,0,0,1,0
-0.00024352218612897628,0.0,0.5803921568627451,0,0,0,0
-0.1351351418227023,0.0,0.5372549019607843,1,0,1,0
0.06266818495842018,0.803921568627451,0.0,1,0,1,0
0.6050237740338459,1.0,0.0,1,0,1,0
0.8842359119219224,1.0,0.0,1,0,1,0
0.8827036975451974,1.0,0.0,1,0,1,0
0.8289383537916714,1.0,0.0,1,0,1,0
0.8741007700992202,1.0,0.0,1,0,2,0
0.8173751203383132,1.0,0.0,0,0,1,0
0.6533938043666889,1.0,0.0,0,0,1,0
0.7842710813919193,1.0,0.0,0,0,1,0
0.8986022775036143,1.0,0.0,0,0,2,0
0.813964869460561,1.0,0.0,0,0,1,0
0.5867313606757817,1.0,0.0,0,0,1,0
0.648303337008642,1.0,0.0,0,0,1,0
0.7066383364378803,1.0,0.0,0,0,1,0
0.7638066068455757,1.0,0.0,0,0,1,0
0.8179227215231217,1.0,0.0,0,0,1,0
0.871456197513855,1.0,0.0,0,0,2,0
0.8174071885604866,1.0,0.0,0,0,1,0
0.682228018916292,1.0,0.0,0,0,1,0
0.720793223311618,1.0,0.0,0,0,1,0
0.7533920227987904,1.0,0.0,0,0,1,0
0.7835473689211419,1.0,0.0,0,0,1,0
0.8040233246828314,1.0,0.0,0,0,1,0
0.817457600333615,1.0,0.0,0,0,1,0
0.8332207151477481,1.0,0.0,0,0,1,0
0.8604536300765613,1.0,0.0,0,0,1,0
0.8889098223116966,1.0,0.0,0,0,1,0
0.9044531444343489,1.0,0.0,0,0,1,0
0.8396633925407732,1.0,0.0,0,0,2,0
0.8237648125823562,1.0,0.0,0,1,1,0
0.6851562567014996,1.0,0.0,0,1,1,0
0.7021111084717513,1.0,0.0,0,1,1,0
0.7191636825404366,1.0,0.0,0,1,1,0
0.7381276150282511,1.0,0.0,0,1,1,0
0.7534377497081858,1.0,0.0,0,1,1,0
0.7711436313236587,1.0,0.0,0,1,1,0
0.7872627957815111,1.0,0.0,0,1,1,0
0.8061789558560467,1.0,0.0,0,1,1,0
0.8187312234290696,1.0,0.0,0,1,1,0
0.8345902129897415,1.0,0.0,0,1,1,0
0.8468324877484215,1.0,0.0,0,1,1,0
0.8635279564294476,1.0,0.0,0,1,1,0
0.8752549621614774,1.0,0.0,0,1,1,0
0.8901883282228729,1.0,0.0,0,1,1,0
0.9020267149405583,1.0,0.0,0,1,1,0
0.8964226281557671,1.0,0.0,0,1,2,0
0.8255236160021748,1.0,0.0,0,1,1,0
0.6673741635703676,0.29411764705882354,0.0,0,1,0,0
-0.1351351418227023,0.0,0.0,1,0,1,0
0.30132197286870044,1.0,0.0,1,0,1,0
0.7190111275411262,1.0,0.0,1,0,1,0
0.8705807878357184,1.0,0.0,1,0,1,0
0.9114802420820854,1.0,0.0,1,0,1,0
0.7326000036951038,1.0,0.0,1,0,1,0
0.6972792323949749,1.0,0.0,1,0,1,0
0.9071877851745838,1.0,0.0,1,0,2,0
0.8169551322022357,1.0,0.0,0,0,1,0
0.6117272201800176,1.0,0.0,0,0,1,0
0.7431780301005794,1.0,0.0,0,0,1,0
0.8658827273033198,1.0,0.0,0,0,1,0
0.8810014424101579,1.0,0.0,0,0,2,0
0.8202031284332298,1.0,0.0,0,0,1,0
0.6042351333107668,1.0,0.0,0,0,1,0
0.6652240090688405,1.0,0.0,0,0,1,0
0.7240098111604012,1.0,0.0,0,0,1,0
0.7813454169825651,1.0,0.0,0,0,1,0
0.8345940400615235,1.0,0.0,0,0,1,0
0.8854847910187863,1.0,0.0,0,0,2,0
0.8244732827500019,1.0,0.0,0,0,1,0
0.7784589470669784,1.0,0.0,0,0,1,0
0.7229376372054722,1.0,0.0,0,0,1,0
0.7581857601257391,1.0,0.0,0,0,1,0
0.7898082604045215,1.0,0.0,0,0,1,0
0.8221686597132731,1.0,0.0,0,0,1,0
0.8541869979855086,1.0,0.0,0,0,1,0
0.8813034511609554,1.0,0.0,0,0,1,0
0.9097038869192666,1.0,0.0,0,0,1,0
0.889294047121811,1.0,0.0,0,0,2,0
0.8234831269024011,1.0,0.0,0,1,1,0
0.7779459874801965,1.0,0.0,0,1,1,0
0.687900069217212,1.0,0.0,0,1,1,0
0.6992907545203986,1.0,0.0,0,1,1,0
0.7064444094729264,0.788235294117647,0.0,0,1,1,0
0.6103193196522115,0.0,0.6196078431372549,0,1,0,0
0.5741505220323863,0.0,0.7058823529411765,0,0,1,0
0.716015256159771,0.0,0.7058823529411765,0,0,0,0
0.6244154807692942,0.0,0.7058823529411765,0,0,1,0
0.6244154807692942,0.0,0.7058823529411765,0,0,1,0
0.6626250314248782,0.0,0.7019607843137254,0,0,1,0
