rpm/max,gas,brake,gear,shift_status,jump_gears
0.138028969,0.211764706,0.0,4,2.0,0
0.124715741,0.211764706,0.0,5,1.0,0
0.076129613,0.207843137,0.0,5,1.0,0
0.076805636,0.2,0.0,5,1.0,0
0.077598466,0.184313725,0.0,5,1.0,0
0.07831144,0.184313725,0.0,5,1.0,0
0.078957654,0.176470588,0.0,5,1.0,0
0.079388183,0.168627451,0.0,5,1.0,0
0.080007789,0.168627451,0.0,5,1.0,0
0.080167999,0.168627451,0.0,5,1.0,0
0.080447325,0.176470588,0.0,5,1.0,0
0.080915663,0.184313725,0.0,5,1.0,0
0.081537562,0.184313725,0.0,5,1.0,0
0.08213066,0.184313725,0.0,5,1.0,0
0.082595748,0.184313725,0.0,5,1.0,0
0.083281486,0.180392157,0.0,5,1.0,0
0.083497617,0.176470588,0.0,5,0.0,0
0.122175802,0.368627451,0.0,4,1.0,0
0.149938948,0.396078431,0.0,4,1.0,0
0.155286423,0.388235294,0.0,4,1.0,0
0.16144956,0.411764706,0.0,4,1.0,0
0.168231197,0.415686275,0.0,4,1.0,0
0.17588501,0.415686275,0.0,4,1.0,0
0.182896041,0.415686275,0.0,4,1.0,0
0.190520393,0.415686275,0.0,4,1.0,0
0.198116932,0.415686275,0.0,4,1.0,0
0.205921684,0.415686275,0.0,4,1.0,0
0.2138524,0.411764706,0.0,4,1.0,0
0.222079713,0.415686275,0.0,4,1.0,0
0.231121236,0.419607843,0.0,4,1.0,0
0.240856152,0.42745098,0.0,4,1.0,0
0.250248446,0.431372549,0.0,4,1.0,0
0.260699058,0.431372549,0.0,4,1.0,0
0.270762079,0.42745098,0.0,4,1.0,0
0.280647438,0.42745098,0.0,4,1.0,0
0.290763643,0.42745098,0.0,4,1.0,0
0.301571062,0.42745098,0.0,4,1.0,0
0.31204236,0.419607843,0.0,4,2.0,0
0.295864503,0.419607843,0.0,5,1.0,0
0.212190362,0.419607843,0.0,5,1.0,0
0.217162916,0.419607843,0.0,5,1.0,0
0.22200271,0.419607843,0.0,5,1.0,0
0.227124289,0.42745098,0.0,5,1.0,0
0.232425608,0.42745098,0.0,5,1.0,0
0.237655664,0.42745098,0.0,5,1.0,0
0.243048537,0.419607843,0.0,5,1.0,0
0.248235077,0.419607843,0.0,5,1.0,0
0.253414358,0.419607843,0.0,5,1.0,0
0.258897398,0.415686275,0.0,5,1.0,0
0.264052628,0.419607843,0.0,5,1.0,0
0.269474071,0.419607843,0.0,5,1.0,0
0.274613961,0.419607843,0.0,5,1.0,0
0.280271956,0.419607843,0.0,5,1.0,0
0.285877627,0.419607843,0.0,5,1.0,0
0.291310254,0.419607843,0.0,5,1.0,0
0.297132352,0.419607843,0.0,5,2.0,0
0.271155245,0.419607843,0.0,6,1.0,0
0.201695211,0.415686275,0.0,6,1.0,0
0.204090694,0.415686275,0.0,6,1.0,0
0.205425089,0.415686275,0.0,6,1.0,0
0.207623708,0.415686275,0.0,6,1.0,0
0.209922756,0.415686275,0.0,6,1.0,0
0.212166377,0.415686275,0.0,6,1.0,0
0.20898806,0.0,0.035294118,6,1.0,0
0.19931177,0.0,0.164705882,6,0.0,0
0.227341805,0.0,0.176470588,5,1.0,0
0.277638469,0.0,0.176470588,5,1.0,0
0.260508232,0.0,0.176470588,5,1.0,0
0.244012761,0.0,0.184313725,5,1.0,0
0.226611395,0.0,0.184313725,5,0.0,0
0.254360206,0.0,0.176470588,4,1.0,0
0.313482889,0.0,0.17254902,4,1.0,0
0.289863555,0.0,0.17254902,4,1.0,0
0.265228595,0.0,0.168627451,4,1.0,0
0.240461568,0.0,0.168627451,4,1.0,0
0.218899318,0.0,0.168627451,4,1.0,0
0.19695535,0.0,0.17254902,4,1.0,0
0.17558122,0.0,0.17254902,4,1.0,0
0.154452023,0.0,0.168627451,4,1.0,0
0.134076462,0.0,0.168627451,4,1.0,0
0.113076115,0.0,0.168627451,4,1.0,0
0.092351795,0.0,0.168627451,4,0.0,0
0.12891516,0.0,0.168627451,3,1.0,0
0.125842566,0.0,0.168627451,3,1.0,0
0.098486575,0.0,0.168627451,3,1.0,0
0.067733958,0.0,0.168627451,3,0.0,0
0.097651679,0.0,0.168627451,2,1.0,0
0.115792824,0.0,0.164705882,2,1.0,0
0.058335412,0.0,0.156862745,2,1.0,0
0.02164407,0.08627451,0.0,2,1.0,0
0.032452546,0.180392157,0.0,2,1.0,0
0.047092316,0.2,0.0,2,1.0,0
0.061703136,0.2,0.0,2,1.0,0
0.07774467,0.207843137,0.0,2,1.0,0
0.093076679,0.2,0.0,2,1.0,0
0.106069818,0.2,0.0,2,1.0,0
0.119471613,0.231372549,0.0,2,1.0,0
0.134347507,0.239215686,0.0,2,1.0,0
0.147876322,0.247058824,0.0,2,1.0,0
0.164546947,0.294117647,0.0,2,1.0,0
0.187991325,0.368627451,0.0,2,1.0,0
0.211921807,0.37254902,0.0,2,1.0,0
0.237019909,0.388235294,0.0,2,1.0,0
0.26462979,0.415686275,0.0,2,1.0,0
0.294752705,0.415686275,0.0,2,1.0,0
0.326675169,0.415686275,0.0,2,1.0,0
0.361562161,0.415686275,0.0,2,1.0,0
0.398302182,0.419607843,0.0,2,1.0,0
0.436535619,0.447058824,0.0,2,1.0,0
0.474903201,0.450980392,0.0,2,2.0,0
0.447403051,0.450980392,0.0,3,1.0,0
0.418994632,0.443137255,0.0,3,1.0,0
0.302441754,0.42745098,0.0,3,1.0,0
0.318085504,0.42745098,0.0,3,1.0,0
0.334830956,0.431372549,0.0,3,1.0,0
0.352971606,0.447058824,0.0,3,1.0,0
0.371567183,0.450980392,0.0,3,1.0,0
0.390309673,0.458823529,0.0,3,1.0,0
0.408438281,0.450980392,0.0,3,1.0,0
0.425937864,0.450980392,0.0,3,1.0,0
0.444086168,0.450980392,0.0,3,1.0,0
0.461401226,0.458823529,0.0,3,1.0,0
0.478837233,0.458823529,0.0,3,1.0,0
0.497338816,0.490196078,0.0,3,1.0,0
0.484012622,0.498039216,0.0,3,2.0,0
0.463123277,0.498039216,0.0,4,1.0,0
0.383267003,0.498039216,0.0,4,1.0,0
0.395868791,0.498039216,0.0,4,1.0,0
0.40810008,0.498039216,0.0,4,1.0,0
0.42050032,0.498039216,0.0,4,1.0,0
0.432348341,0.498039216,0.0,4,1.0,0
0.444305235,0.498039216,0.0,4,1.0,0
0.455896709,0.498039216,0.0,4,1.0,0
0.467476769,0.498039216,0.0,4,1.0,0
0.479243695,0.505882353,0.0,4,1.0,0
0.490922928,0.509803922,0.0,4,1.0,0
0.502347001,0.509803922,0.0,4,1.0,0
0.514000039,0.525490196,0.0,4,1.0,0
0.526400543,0.529411765,0.0,4,1.0,0
0.538434968,0.537254902,0.0,4,1.0,0
0.55031895,0.545098039,0.0,4,1.0,0
0.561218451,0.545098039,0.0,4,1.0,0
0.572027883,0.545098039,0.0,4,1.0,0
0.548841898,0.545098039,0.0,4,2.0,0
0.525753702,0.545098039,0.0,5,1.0,0
0.417598476,0.545098039,0.0,5,1.0,0
0.424265367,0.545098039,0.0,5,1.0,0
0.43001706,0.545098039,0.0,5,1.0,0
0.435490301,0.545098039,0.0,5,1.0,0
0.441083566,0.541176471,0.0,5,1.0,0
0.446495507,0.537254902,0.0,5,1.0,0
0.451547308,0.537254902,0.0,5,1.0,0
0.456797721,0.541176471,0.0,5,1.0,0
0.461964532,0.541176471,0.0,5,1.0,0
0.467322036,0.545098039,0.0,5,1.0,0
0.472423523,0.545098039,0.0,5,1.0,0
0.477439824,0.556862745,0.0,5,1.0,0
0.483714704,0.576470588,0.0,5,1.0,0
0.491683262,0.607843137,0.0,5,1.0,0
0.499862374,0.631372549,0.0,5,1.0,0
0.508330298,0.631372549,0.0,5,1.0,0
0.516161873,0.631372549,0.0,5,2.0,0
0.474825736,0.623529412,0.0,6,1.0,0
0.464938958,0.623529412,0.0,6,1.0,0
0.377901844,0.619607843,0.0,6,1.0,0
0.382566715,0.615686275,0.0,6,1.0,0
0.387287771,0.619607843,0.0,6,1.0,0
0.39182031,0.607843137,0.0,6,1.0,0
0.396005675,0.592156863,0.0,6,1.0,0
0.391549578,0.0,0.02745098,6,1.0,0
0.377784657,0.0,0.176470588,6,1.0,0
0.355471047,0.0,0.309803922,6,0.0,0
0.370240673,0.0,0.325490196,5,1.0,0
0.46390908,0.0,0.345098039,5,1.0,0
0.431069175,0.0,0.349019608,5,1.0,0
0.387730292,0.0,0.482352941,5,0.0,0
0.400922671,0.0,0.498039216,4,1.0,0
0.482494264,0.0,0.525490196,4,1.0,0
0.411029835,0.0,0.666666667,4,0.0,0
0.403764535,0.0,0.725490196,3,1.0,0
0.444614304,0.0,0.760784314,3,1.0,0
0.325479473,0.0,0.854901961,3,0.0,0
0.352392893,0.0,0.854901961,2,1.0,0
0.375127745,0.0,0.858823529,2,0.0,0
0.345708549,0.0,0.843137255,1,1.0,0
0.42774147,0.0,0.839215686,1,1.0,0
0.220908068,0.011764706,0.0,1,1.0,0
0.254575116,0.443137255,0.0,1,1.0,0
0.341027447,0.666666667,0.0,1,1.0,0
0.484120704,0.729411765,0.0,1,1.0,0
0.658292852,0.901960784,0.0,1,1.0,0
0.830190136,0.91372549,0.0,1,2.0,0
0.805345644,0.905882353,0.0,2,1.0,0
0.627010763,0.890196078,0.0,2,1.0,0
0.642191833,0.854901961,0.0,2,1.0,0
0.72129523,0.850980392,0.0,2,1.0,0
0.795700499,0.843137255,0.0,2,1.0,0
0.862431302,0.819607843,0.0,2,1.0,0
0.883735621,0.807843137,0.0,2,2.0,0
0.807870456,0.780392157,0.0,3,1.0,0
0.571651906,0.741176471,0.0,3,1.0,0
0.602217871,0.729411765,0.0,3,1.0,0
0.631768275,0.741176471,0.0,3,1.0,0
0.660993049,0.749019608,0.0,3,1.0,0
0.691169972,0.756862745,0.0,3,1.0,0
0.720679203,0.760784314,0.0,3,1.0,0
0.749475741,0.764705882,0.0,3,1.0,0
0.777168828,0.764705882,0.0,3,1.0,0
0.804579504,0.764705882,0.0,3,1.0,0
0.831774346,0.77254902,0.0,3,1.0,0
0.858292786,0.780392157,0.0,3,2.0,0
0.788919588,0.780392157,0.0,4,1.0,0
0.682364936,0.780392157,0.0,4,1.0,0
0.678201148,0.776470588,0.0,4,1.0,0
0.696245659,0.776470588,0.0,4,1.0,0
0.714729822,0.77254902,0.0,4,1.0,0
0.731474317,0.776470588,0.0,4,1.0,0
0.748753612,0.776470588,0.0,4,1.0,0
0.765206655,0.776470588,0.0,4,1.0,0
0.782998448,0.776470588,0.0,4,1.0,0
0.799441396,0.776470588,0.0,4,1.0,0
0.814169882,0.776470588,0.0,4,1.0,0
0.830522762,0.788235294,0.0,4,1.0,0
0.846137016,0.792156863,0.0,4,1.0,0
0.860912813,0.807843137,0.0,4,1.0,0
0.877149231,0.819607843,0.0,4,1.0,0
0.891941325,0.819607843,0.0,4,1.0,0
0.906140355,0.819607843,0.0,4,2.0,0
0.817000397,0.819607843,0.0,5,1.0,0
0.767746049,0.811764706,0.0,5,1.0,0
0.64425733,0.0,0.384313725,5,1.0,0
0.559062226,0.0,0.780392157,5,0.0,0
0.509248993,0.0,0.796078431,4,1.0,0
0.603228415,0.0,0.796078431,4,1.0,0
0.591393394,0.0,0.792156863,4,1.0,0
0.497579658,0.0,0.776470588,4,1.0,0
0.419451703,0.0,0.721568627,4,0.0,0
0.426773815,0.0,0.705882353,3,1.0,0
0.477531212,0.0,0.68627451,3,0.0,0
0.419005849,0.0,0.745098039,2,1.0,0
0.51818514,0.0,0.745098039,2,1.0,0
0.438887751,0.0,0.803921569,2,1.0,0
0.399240706,0.192156863,0.0,2,1.0,0
0.394554555,0.403921569,0.0,2,1.0,0
0.414706035,0.435294118,0.0,2,1.0,0
0.443427977,0.466666667,0.0,2,2.0,0
0.416383051,0.478431373,0.0,3,1.0,0
0.339089695,0.478431373,0.0,3,1.0,0
0.279810728,0.450980392,0.0,3,1.0,0
0.292316213,0.4,0.0,3,1.0,0
0.299020022,0.301960784,0.0,3,2.0,0
0.272220622,0.192156863,0.0,4,1.0,0
0.260819016,0.168627451,0.0,4,1.0,0
0.204196434,0.149019608,0.0,4,1.0,0
0.203823525,0.180392157,0.0,4,1.0,0
0.204455718,0.2,0.0,4,1.0,0
0.206168332,0.247058824,0.0,4,2.0,0
0.187032314,0.258823529,0.0,5,1.0,0
0.128875949,0.254901961,0.0,5,1.0,0
0.129691314,0.239215686,0.0,5,1.0,0
0.130858257,0.239215686,0.0,5,1.0,0
0.132041598,0.231372549,0.0,5,1.0,0
0.132959748,0.22745098,0.0,5,2.0,0
0.120587337,0.223529412,0.0,6,1.0,0
0.115591276,0.223529412,0.0,6,1.0,0
0.073875567,0.2,0.0,6,1.0,0
0.074297468,0.207843137,0.0,6,1.0,0
0.074735586,0.215686275,0.0,6,1.0,0
0.075090448,0.22745098,0.0,6,1.0,0
0.075531518,0.231372549,0.0,6,2.0,0
0.068030787,0.239215686,0.0,7,1.0,0
0.041606423,0.231372549,0.0,7,1.0,0
0.041793801,0.231372549,0.0,7,1.0,0
0.041907261,0.22745098,0.0,7,1.0,0
0.042377727,0.22745098,0.0,7,1.0,0
0.042502189,0.22745098,0.0,7,2.0,0
0.038919703,0.22745098,0.0,8,1.0,0
0.005798575,0.239215686,0.0,8,1.0,0
0.006170444,0.290196078,0.0,8,0.0,0
0.048560279,0.282352941,0.0,7,0.0,0
0.048560279,0.282352941,0.0,7,1.0,0
0.043086791,0.294117647,0.0,7,1.0,0
0.04133193,0.294117647,0.0,7,0.0,0
0.084093403,0.294117647,0.0,6,1.0,0
0.078429205,0.294117647,0.0,6,1.0,0
0.079453755,0.364705882,0.0,6,0.0,0
0.12152332,0.388235294,0.0,5,1.0,0
0.142404599,0.368627451,0.0,5,1.0,0
0.144829181,0.356862745,0.0,5,1.0,0
0.148192484,0.356862745,0.0,5,1.0,0
0.150826631,0.356862745,0.0,5,1.0,0
0.154201514,0.364705882,0.0,5,1.0,0
0.157146974,0.364705882,0.0,5,2.0,0
0.144754454,0.356862745,0.0,6,1.0,0
0.113392211,0.356862745,0.0,6,1.0,0
0.09460594,0.356862745,0.0,6,1.0,0
0.096156795,0.380392157,0.0,6,1.0,0
0.098023284,0.4,0.0,6,1.0,0
0.099668331,0.4,0.0,6,1.0,0
0.101668488,0.4,0.0,6,1.0,0
0.103593076,0.4,0.0,6,1.0,0
0.105315951,0.4,0.0,6,1.0,0
0.107328249,0.4,0.0,6,1.0,0
0.109177302,0.403921569,0.0,6,1.0,0
0.111318977,0.419607843,0.0,6,1.0,0
0.113162042,0.431372549,0.0,6,1.0,0
0.115727648,0.431372549,0.0,6,1.0,0
0.117565171,0.435294118,0.0,6,1.0,0
0.120186171,0.443137255,0.0,6,1.0,0
0.122439788,0.443137255,0.0,6,1.0,0
0.124820161,0.443137255,0.0,6,1.0,0
0.12721533,0.443137255,0.0,6,1.0,0
0.129691479,0.443137255,0.0,6,1.0,0
0.131933285,0.4,0.0,6,1.0,0
0.133432656,0.352941176,0.0,6,1.0,0
0.134898919,0.317647059,0.0,6,1.0,0
0.135875713,0.282352941,0.0,6,1.0,0
0.13584866,0.180392157,0.0,6,2.0,0
0.122827592,0.207843137,0.0,7,1.0,0
0.115358484,0.207843137,0.0,7,1.0,0
0.09197148,0.243137255,0.0,7,1.0,0
0.092159716,0.176470588,0.0,7,1.0,0
0.091454066,0.078431373,0.0,7,1.0,0
0.091265286,1.0,0.0,7,1.0,1
0.085898857,1.0,0.0,7,0.0,1
0.12083377,1.0,0.0,3,1.0,0
0.453953151,1.0,0.0,3,1.0,0
0.50176852,1.0,0.0,3,1.0,0
0.548634577,1.0,0.0,3,1.0,0
0.595614522,1.0,0.0,3,1.0,0
0.64208362,1.0,0.0,3,1.0,0
0.686324635,1.0,0.0,3,1.0,0
0.728825653,1.0,0.0,3,1.0,0
0.770714933,1.0,0.0,3,1.0,0
0.812326091,1.0,0.0,3,1.0,0
0.849737169,1.0,0.0,3,2.0,0
0.778272344,1.0,0.0,4,1.0,0
0.654632786,1.0,0.0,4,1.0,0
0.682835006,1.0,0.0,4,1.0,0
0.709600952,1.0,0.0,4,1.0,0
0.734515057,1.0,0.0,4,1.0,0
0.75997386,1.0,0.0,4,1.0,0
0.785555658,1.0,0.0,4,1.0,0
0.810568145,1.0,0.0,4,1.0,0
0.831949599,1.0,0.0,4,1.0,0
0.856351075,1.0,0.0,4,1.0,0
0.877498286,1.0,0.0,4,1.0,0
0.896448758,1.0,0.0,4,1.0,0
0.906129732,1.0,0.0,4,2.0,0
0.813635411,1.0,0.0,5,1.0,0
0.685755853,1.0,0.0,5,1.0,0
0.683956998,1.0,0.0,5,1.0,0
0.697533601,1.0,0.0,5,1.0,0
0.711765755,1.0,0.0,5,1.0,0
0.724993303,1.0,0.0,5,1.0,0
0.737735406,1.0,0.0,5,1.0,0
0.750626436,1.0,0.0,5,1.0,0
0.763684734,1.0,0.0,5,1.0,0
0.775706029,1.0,0.0,5,1.0,0
0.788975212,1.0,0.0,5,1.0,0
0.801602636,1.0,0.0,5,1.0,0
0.813800041,1.0,0.0,5,1.0,0
0.824988684,1.0,0.0,5,1.0,0
0.836875437,1.0,0.0,5,1.0,0
0.847375602,1.0,0.0,5,1.0,0
0.792583283,1.0,0.0,5,2.0,0
0.775483597,1.0,0.0,6,1.0,0
0.638276673,1.0,0.0,6,1.0,0
0.645479156,1.0,0.0,6,1.0,0
0.652351851,1.0,0.0,6,1.0,0
0.632956317,0.0,0.305882353,6,1.0,0
0.56438819,0.0,0.843137255,6,1.0,0
0.431820733,0.0,0.980392157,6,0.0,0
0.480690394,0.0,0.980392157,5,1.0,0
0.514653083,0.0,0.968627451,5,1.0,0
0.493648463,0.0,0.858823529,5,0.0,0
0.495447517,0.0,0.878431373,4,1.0,0
0.542884269,0.0,0.894117647,4,1.0,0
0.459687094,0.0,0.941176471,4,0.0,0
0.47934696,0.0,0.941176471,3,1.0,0
0.507935516,0.0,0.941176471,3,0.0,0
0.4914927,0.0,0.937254902,2,1.0,0
0.766765527,0.0,0.933333333,2,1.0,0
0.478940432,0.0,0.921568627,2,0.0,0
0.516847644,0.0,0.921568627,1,1.0,0
0.601890194,0.0,0.917647059,1,1.0,0
0.426186095,0.0,0.635294118,1,1.0,0
0.366033897,0.0,0.02745098,1,1.0,0
0.284184576,0.211764706,0.0,1,1.0,0
0.306523953,0.419607843,0.0,1,1.0,0
0.335995276,0.435294118,0.0,1,2.0,0
0.328586329,0.435294118,0.0,2,1.0,0
0.193019174,0.145098039,0.0,2,1.0,0
0.198027557,0.215686275,0.0,2,1.0,0
0.212652151,0.290196078,0.0,2,1.0,0
0.227968455,0.305882353,0.0,2,1.0,0
0.244087883,0.337254902,0.0,2,2.0,0
0.232231153,0.356862745,0.0,3,1.0,0
0.222522565,0.356862745,0.0,3,1.0,0
0.133411326,0.262745098,0.0,3,1.0,0
0.138947202,0.278431373,0.0,3,1.0,0
0.144514833,0.282352941,0.0,3,1.0,0
0.151012376,0.294117647,0.0,3,1.0,0
0.157531397,0.294117647,0.0,3,1.0,0
0.16377312,0.294117647,0.0,3,1.0,0
0.17017205,0.294117647,0.0,3,1.0,0
0.176569099,0.294117647,0.0,3,1.0,0
0.176976485,0.305882353,0.0,3,2.0,0
0.165720638,0.321568627,0.0,4,1.0,0
0.118859942,0.321568627,0.0,4,1.0,0
0.123265165,0.337254902,0.0,4,1.0,0
0.12812266,0.349019608,0.0,4,1.0,0
0.133041816,0.349019608,0.0,4,1.0,0
0.138263773,0.317647059,0.0,4,1.0,0
0.142186917,0.301960784,0.0,4,1.0,0
0.146623121,0.301960784,0.0,4,1.0,0
0.150333863,0.294117647,0.0,4,1.0,0
0.154062189,0.290196078,0.0,4,1.0,0
0.157770754,0.282352941,0.0,4,1.0,0
0.161525738,0.294117647,0.0,4,1.0,0
0.165136778,0.301960784,0.0,4,2.0,0
0.155737886,0.301960784,0.0,5,1.0,0
0.145682156,0.301960784,0.0,5,1.0,0
0.100074743,0.278431373,0.0,5,1.0,0
0.101641797,0.290196078,0.0,5,1.0,0
0.103825356,0.294117647,0.0,5,1.0,0
0.105342691,0.294117647,0.0,5,1.0,0
0.107527751,0.290196078,0.0,5,1.0,0
0.109291404,0.290196078,0.0,5,1.0,0
0.111419933,0.290196078,0.0,5,1.0,0
0.112582934,0.282352941,0.0,5,1.0,0
0.11445683,0.282352941,0.0,5,1.0,0
0.115930038,0.282352941,0.0,5,1.0,0
0.117240562,0.290196078,0.0,5,1.0,0
0.119130938,0.290196078,0.0,5,1.0,0
0.120859587,0.301960784,0.0,5,1.0,0
0.12262616,0.294117647,0.0,5,1.0,0
0.124540553,0.294117647,0.0,5,1.0,0
0.126315259,0.294117647,0.0,5,1.0,0
0.12812134,0.294117647,0.0,5,1.0,0
0.130229166,0.294117647,0.0,5,1.0,0
0.131964083,0.301960784,0.0,5,1.0,0
0.134004671,0.301960784,0.0,5,1.0,0
0.136024243,0.290196078,0.0,5,1.0,0
0.137855662,0.290196078,0.0,5,1.0,0
0.139756677,0.290196078,0.0,5,1.0,0
0.141570775,0.290196078,0.0,5,1.0,0
0.143487627,0.290196078,0.0,5,1.0,0
0.145281666,0.290196078,0.0,5,1.0,0
0.147350792,0.290196078,0.0,5,1.0,0
0.148923719,0.294117647,0.0,5,2.0,0
0.136751469,0.294117647,0.0,6,1.0,0
0.08648237,0.290196078,0.0,6,1.0,0
0.087276158,0.290196078,0.0,6,1.0,0
0.088054059,0.290196078,0.0,6,1.0,0
0.08903666,0.290196078,0.0,6,1.0,0
0.090053457,0.290196078,0.0,6,1.0,0
0.090869234,0.294117647,0.0,6,1.0,0
0.091847842,0.290196078,0.0,6,1.0,0
0.092682622,0.290196078,0.0,6,1.0,0
0.09364457,0.290196078,0.0,6,1.0,0
0.094482699,0.294117647,0.0,6,1.0,0
0.095494844,0.294117647,0.0,6,1.0,0
0.09626491,0.294117647,0.0,6,1.0,0
0.097379083,0.290196078,0.0,6,1.0,0
0.098073333,0.290196078,0.0,6,1.0,0
0.099164808,0.290196078,0.0,6,1.0,0
0.099947444,0.282352941,0.0,6,1.0,0
0.100687289,0.278431373,0.0,6,1.0,0
0.10155775,0.278431373,0.0,6,1.0,0
0.102394955,0.278431373,0.0,6,1.0,0
0.103110601,0.278431373,0.0,6,1.0,0
0.104068227,0.278431373,0.0,6,1.0,0
0.104697978,0.278431373,0.0,6,1.0,0
0.105486041,0.278431373,0.0,6,1.0,0
0.106118613,0.278431373,0.0,6,1.0,0
0.106909778,0.278431373,0.0,6,1.0,0
0.107635784,0.278431373,0.0,6,1.0,0
0.108346844,0.278431373,0.0,6,1.0,0
0.109128226,0.278431373,0.0,6,1.0,0
0.109688298,0.278431373,0.0,6,1.0,0
0.110568327,0.278431373,0.0,6,1.0,0
0.111160038,0.282352941,0.0,6,1.0,0
0.111966973,0.282352941,0.0,6,1.0,0
0.112806933,0.282352941,0.0,6,1.0,0
0.113570153,0.290196078,0.0,6,1.0,0
0.11430693,0.290196078,0.0,6,1.0,0
0.115267443,0.294117647,0.0,6,1.0,0
0.116175102,0.301960784,0.0,6,1.0,0
0.117073079,0.305882353,0.0,6,1.0,0
0.118048652,0.309803922,0.0,6,1.0,0
0.119635633,0.474509804,0.0,6,1.0,0
0.12067079,0.996078431,0.0,6,0.0,1
0.156110662,1.0,0.0,3,0.0,0
0.198741009,1.0,0.0,2,1.0,0
0.531393816,1.0,0.0,2,1.0,0
0.76599589,1.0,0.0,2,1.0,0
0.856680797,1.0,0.0,2,1.0,0
0.857785897,1.0,0.0,2,2.0,0
0.8043382,1.0,0.0,3,1.0,0
0.58999803,1.0,0.0,3,1.0,0
0.636317608,1.0,0.0,3,1.0,0
0.679288168,1.0,0.0,3,1.0,0
0.721578433,1.0,0.0,3,1.0,0
0.763965694,1.0,0.0,3,1.0,0
0.804252025,1.0,0.0,3,1.0,0
0.845656653,1.0,0.0,3,1.0,0
0.882294597,1.0,0.0,3,1.0,0
0.891439847,1.0,0.0,3,2.0,0
0.842301763,1.0,0.0,4,1.0,0
0.706001789,1.0,0.0,4,1.0,0
0.731896218,1.0,0.0,4,1.0,0
0.757697413,1.0,0.0,4,1.0,0
0.782016342,1.0,0.0,4,1.0,0
0.805943987,1.0,0.0,4,1.0,0
0.830490627,1.0,0.0,4,1.0,0
0.851433684,1.0,0.0,4,1.0,0
0.871713469,1.0,0.0,4,1.0,0
0.894222392,1.0,0.0,4,1.0,0
